location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude,Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations
Lively Pharmacy,Lively,guardian-ida-pharmacies.ca,705-692-3214,P3Y 1M9,605 Main Street,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,46.437209,-81.146171,Yes,No,No,No,No
The Medicine Shoppe,Peterborough,,705-743-8443,K9H 5Z8,860 Chemong Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.319386,-78.331341,Yes,Yes,No,Yes,No
Wasaga Beach IDA,Wasaga Beach,wasagabeachida.medmeapp.ca/schedule,705-429-7557,L9Z 0A6,"30-45th Street South, Unit 1",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.473197,-80.07672,Yes,Yes,No,Yes,Yes
Rainbow Pharmasave,Angus,https://www.bookmyshot.com/covidshot/7054241881,,L0M 1B0,"1 Massey Street, Unit 1",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.3148714,-79.885386,Yes,No,No,Yes,No
Minden Pharmasave,Minden,www.pickthedate.ca,705-286-1220,K0M 2K0,110 Bobcaygeon Road,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.925134,-78.724154,No,No,Yes,Yes,No
Russell Pharmacy,Russell,https://www.book.pharmachoice.com/(613)445-5555,,K4R 1C7,110 Craig Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.257493,-75.369783,No,No,Yes,No,Yes
Northview Remedy's Rx,Brantford,http://rrxbrantford.medmeapp.ca/schedule,,N3R 2W9,222 Fairview Drive,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.1698217,-80.2613601,Yes,Yes,No,Yes,No
St. Denis Hawkesbury Pharmacy,Hawkesbury,,613-632-8839,K6A 1A5,214 Main Street East,ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,45.6082295,-74.6204798,No,No,Yes,No,No
Stewart Guardian Pharmacy,Terrace Bay,,807-825-3666,P0T 2W0,31 Simcoe Plaza,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,48.783188,-87.1009415,Yes,Yes,No,Yes,Yes
Little Current Guardian Pharmacy,Little Current,guardian-ida-pharmacies.ca,705-368-2530,P0P 1K0,41 Meredith Street East,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-19:00,45.977929,-81.922741,Yes,Yes,No,Yes,No
Pharmasave Allandale,Barrie,https://www.pharmasaveallandale.com/,,L4N 3K4,21 Essa Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.373999,-79.69111,No,No,No,Yes,No
Manitouwadge Pharmacy,Manitouwadge,www.pharmachoice.com,,P0T 2C0,2 Huron Walk,ON,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,49.1263851,-85.8302666,No,Yes,No,Yes,No
Midnite Pharmacy,Mississauga,https://midnite-pharmacy.business.site/,905-270-6100,L5A 2H1,3025 Hurontario Street,ON,09:00-20:00,09:00-19:00,09:00-19:00,09:00-20:00,09:00-19:00,43.581033,-79.616773,No,Yes,Yes,No,No
Medical Place Pharmacy,Chatham,chathamkentpharmacy.ca,519-358-1000,N7L 5K5,20 Emma Street,ON,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,42.4065956,-82.1908209,Yes,No,No,No,No
Rockland Pharmacy,Rockland,https://www.pharmachoice.com/locations/rockland/,,K4K 1K6,2768 Laurier Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.542043,-75.301576,Yes,No,No,No,Yes
Espanola Remedy's Rx,Espanola,https://rrxespanola.medmeapp.ca,,P5E 1J3,"800 Centre Street, Unit 111",ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,46.24824,-81.756693,No,Yes,Yes,Yes,Yes
Westmount Pharmacy Remedy's Rx,Guelph,https://www.remedys.ca/en/ontario/guelph/westmount-pharmacy-7039740,,N1H 5J1,"77 Westmount Road, Unit 102",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.5499775,-80.2689814,Yes,No,No,No,Yes
Shopper's Drug Mart,North Bay,https://covid-19.shoppersdrugmart.ca/en,,P1B 0A7,66 Josephine Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,46.332785,-79.469131,No,No,No,No,No
Stuart Ellis Pharmacy,Collingwood,https://www.stuartellispharmacy.ca/,,L9Y 2M1,169 Hurontario Street,ON,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,44.498598,-80.216141,No,Yes,Yes,Yes,No
Aylmer IDA Pharmacy,Aylmer,https://www.guardian-ida-pharmacies.ca/,519-765-1088,N5H 1H4,6 Talbot Street East,ON,09:00-21:00,09:00-21:00,09:00-18:00,09:00-18:00,09:00-18:00,42.772803,-80.982704,Yes,Yes,Yes,Yes,No
Northville Pharmacy,Paris,www.northvillepharmacy.ca,519-442-4283,N3L 3R7,"300 Grand River Street North, Unit 3",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.210451,-80.389897,Yes,Yes,Yes,No,No
Wallaceburg Pharmacy,Wallaceburg,https://www.pharmachoice.com/locations/wallaceburg-pharmacy/,519-626-9600,N8A 2V8,"1044 Dufferin Avenue, Unit 4",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.593269,-82.39388,No,No,No,Yes,No
Centre Wellington Remedy's Rx,Fergus,https://cwrrx.medmeapp.ca/schedule/,,N1M 2W3,855 St. David Street North RR 1,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.7132374,-80.3905703,Yes,No,Yes,Yes,No
Peter Street Pharmacy,Port Hope,https://peterstreetpharmacy.medmeapp.ca/schedule,,L1A 1C5,97 Peter Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.9495993,-78.2848842,Yes,No,Yes,Yes,No
Ingleside Pharmasave,Ingleside,https://inglesidepharmacy.medmeapp.ca/schedule/,613-537-2477,K0C 1M0,3 Thorold Lane,ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,44.996971,-74.988461,Yes,No,No,Yes,No
Stroud Pharmacy,Innisfil,https://stroudguardian.medmeapp.ca/schedule/,705-436-6952,L9S 1L6,"8056 Yonge Street, Unit 13",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.3310886,-79.6220052,Yes,Yes,No,Yes,No
Val-Est Pharmacy,Val Caron,https://valest.medmeapp.ca/schedule,,P3N 1S5,"3179 Old Highway 69 North, Unit 1",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,46.6152869,-81.0100373,Yes,Yes,No,No,No
Lifeline Pharmacy,Cambridge,https://www.lifelinepharmacycambridge.com/,519-267-5831,N1R 7H5,"30 Glamis Road, Unit 5A",ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,43.3813881,-80.3067487,Yes,No,Yes,No,No
Conway's Pharmacy,Eganville,http://conwayspharmacy.ca/,613-628-2808,K0J 1T0,251 Bridge Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,45.5395316,-77.1032451,Yes,Yes,No,Yes,Yes
The Chemist Pharmacy,Markham,http://www.thechemistpharmacy.com/,905-472-2222,L3P 2Y2,27 Wootten Way North,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.878465,-79.243086,No,Yes,Yes,Yes,Yes
North London Medical Pharmacy,London,,519-474-1313,N6G 0W7,"1055 Fanshawe Park Road West, Unit 102",ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-17:00,43.014286,-81.3271307,No,Yes,Yes,Yes,Yes
Pollock & Williams Pharmacy,Kitchener,,519-744-1109,N2H 4V4,307 Lancaster Street West,ON,09:00-19:00,09:00-19:00,09:00-18:00,09:00-19:00,09:00-19:00,43.4689883,-80.4845282,No,Yes,Yes,Yes,Yes
Custom Care Pharmacy & Compounding,Oshawa,www.customcarepharmacy.ca,905-240-8881,L1K 3B3,"501 Coldstream Drive, Unit 6",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.9441975,-78.8720113,No,No,No,No,No
McNaughton Pharmacy,Chatham,https://pharmacymcnaughton.wixsite.com/mnph,519-397-1991,N7L 4Z7,"180 Mcnaughton Avenue West, Unit 2",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.410697,-82.20539,Yes,Yes,No,No,Yes
Turbitt Pharmacy Pharmasave,Owen Sound,https://pharmasave.com/owen-sound-turbitt,,N4K 5R7,1010 9th Avenue West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.566099,-80.962591,Yes,No,No,No,No
Med Rx Altabank Pharmacy,Ottawa,https://www.pharmachoice.com/locations/altabank/,,K1H 8N1,"1405 Bank Street, Unit A",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,45.383621,-75.671167,No,No,Yes,Yes,No
Bradley Pharmacy,Sudbury,https://www.book.pharmachoice.com/705-675-5693,,P3C 5K7,430 Notre Dame Avenue,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,45.0383684,-82.4356464,Yes,Yes,No,No,No
Madill's IDA Pharmacy,Frankford,https://www.guardian-ida-pharmacies.ca/en/ontario/frankford/madills-pharmacy-7013977,613-398-6261,K0K 2C0,7 Mill Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,44.2010367,-77.5982955,Yes,No,No,Yes,Yes
Fullerton Drugs,Cornwall,https://lovelldrugs.com/,,K6J 3P4,170 Pitt Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,45.018104,-74.728811,Yes,No,No,No,Yes
Bayshore Pharmacy,Ottawa,,613-820-4907,K2B 8E8,3029 Carling Avenue,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.3550732,-75.805922,Yes,Yes,Yes,No,No
Medical Building Pharmacy,Mississauga,https://medicalbuildingpharmacy.medmeapp.ca/schedule,,L5B 1B6,21 Queensway West,ON,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,43.5738299,-79.6105287,Yes,Yes,No,Yes,No
Riepert Pharmasave,Kitchener,https://riepertpharmacy.medmeapp.ca/schedule,519-578-1210,N2M 3B5,98 Highland Road West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.441534,-80.501948,Yes,No,Yes,Yes,No
Beech Medical Pharmacy,Toronto,,416-699-1118,M4E 1S3,856 Kingston Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.6803318,-79.2911106,No,Yes,Yes,Yes,Yes
White Cross Dispensary,Ottawa,https://www.bookmyshot.com/6132334029,,K2P 1M2,264 Elgin Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,45.417714,-75.690413,No,No,Yes,Yes,No
Marathon Drug Associates,Marathon,,807-229-1670,P0T 2E0,2 Hemlo Drive,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,48.720319,-86.373991,No,Yes,Yes,No,Yes
Johnstons Pharmacy,Hastings,https://www.remedys.ca/en/ontario/hastings/johnstons-pharmacy-7016567,705-696-3606,K0L 1Y0,6 Front Street East,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,44.3095607,-77.9564114,Yes,Yes,No,No,No
Jean Coutu Pharmacie,Embrun,https://www.jeancoutu.com/sante/services/vaccination-contre-la-covid-19/,613-443-3552,K0A 1W0,867 Rue Notre Dame,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,45.271016,-75.291879,No,Yes,No,No,No
Centennial Pharmacy,Norwood,https://www.guardian-ida-pharmacies.ca/en/ontario/norwood/centennial-pharmacy-7011430,705-639-5535,K0L 2V0,2375 County Road 45,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.382298,-77.979653,No,No,No,No,No
Hauser's Pharmasave,Hagersville,https://pharmasave.com/hagersville/,905-768-1144,N0A 1H0,30 Main Street North,ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,42.9628369,-80.0527339,Yes,No,Yes,No,No
McMaster Drugstore,Hamilton,https://www.bookmyshot.com/covidshot/9055215019,,L8N 3Z5,1200 Main Street West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.259242,-79.916471,Yes,Yes,No,No,No
Guildview Pharmacy,Scarborough,https://guildviewpharmacy.ca/,416-283-5388,M1E 2M4,4160 Kingston Road,ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-18:00,09:30-18:00,43.758622,-79.198438,Yes,No,No,Yes,No
Vina Pharmacy,Toronto,www.vinapharmacy.ca,416-588-8538,M6K 1M2,1460 Queen Street West,ON,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,43.640904,-79.436427,Yes,Yes,Yes,No,No
Limeridge Medical Pharmacy,Hamilton,limeridgepharmacy.medmeapp.ca/schedule,,L9A 5H4,849 Upper Wentworth Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.22178,-79.860992,Yes,No,Yes,Yes,No
Cancer Centre Pharmacy,Hamilton,https://www.bookmyshot.com/covidshot/9055756320,,L8V 5C2,699 Concession Street,ON,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,43.239889,-79.8461713,Yes,No,Yes,No,No
Riverside Pharmacare Drug Mart,Windsor,,519-944-2298,N8S 1S6,7775 Wyandotte Street East,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.3329704,-82.9454156,Yes,No,Yes,Yes,Yes
Student Centre Pharmacy,Windsor,www.universitypharmacy.ca,519-971-3644,N9B 3P4,401 Sunset Boulevard,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,42.304314,-83.066039,No,No,Yes,Yes,No
Park Pharmacy,Stoney Creek,,905-662-9336,L8G 1H9,72 King Street West,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.218683,-79.764773,No,Yes,No,Yes,Yes
Pharmacie Noelville Pharmacy,Noelville,http://www.noelvillepharm.ca/,,P0M 2N0,20 St. David Street North,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,46.134672,-80.431536,Yes,Yes,No,No,Yes
IDA Prescription Centre,Windsor,https://sunshinedrugs.com/1909-pharmacy/,519-977-0090,N8W 1C9,1909 Tecumseh Road East,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.3012311,-82.9990221,Yes,Yes,Yes,Yes,No
London Medical Pharmacy,London,https://london-medical.ca/,519-455-8800,N5W 3G4,1892 Dundas Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.004806,-81.1768815,No,Yes,No,No,Yes
Eagle Place Apothecary,Brantford,https://epa.medmeapp.ca/schedule,519-770-0505,N3S 1Z3,78 Eagle Avenue,ON,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,43.132337,-80.259931,Yes,No,No,No,No
Hanover Pharmasave,Hanover,https://hanoverpharmasave.medmeapp.ca/schedule,,N4N 2G9,"118 7th Avenue, Unit 101",ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,44.142136,-81.029406,No,No,Yes,Yes,Yes
Prime Care Pharmacy Arboretum,Guelph,https://primecarepharmacy.medmeapp.ca/schedule/,,N1G 5J5,"281 Stone Road East, Unit 103",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.533079,-80.215102,No,Yes,No,Yes,Yes
Rolling Hills Pharmacy,Orangeville,rollinghillspharmacy.com,519-942-2225,L9W 4X9,140 Rolling Hills Drive,ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,43.918925,-80.072643,No,Yes,Yes,Yes,No
Wellington Medical Pharmacy,St. Thomas,www.pharmachoice.com,,N5R 6H9,"460 Wellington Street, Unit 101",ON,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,42.774544,-81.158044,No,Yes,Yes,Yes,No
Hunt's Pharmacy,Amherstview,huntspharmacy.medmeapp.ca/schedule,,K7N 1Z6,K-6 Speers Boulevard,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,44.216076,-76.660632,Yes,No,No,Yes,Yes
University Pharmacy,Waterloo,https://myrxhealth.ca/kwup/index.html,519-885-2530,N2J 2Y7,240 King Street North,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.475588,-80.524501,Yes,Yes,Yes,Yes,Yes
Goyeau Pharmacy,Windsor,remedys.ca,519-258-3500,N9A 1J1,1078 Goyeau Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.3083,-83.0304303,No,No,No,No,No
Vidal Pharmacy,Sarnia,,519-344-2222,N7T 2V3,373 Vidal Street South,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,42.961106,-82.406595,Yes,Yes,No,Yes,Yes
Airport Pharmacy,Mississauga,https://www.byecovid.ca/9056772323,905-677-2323,L4T 0A4,"2985 Drew Road, Unit 114",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.6730931,-79.6560819,Yes,Yes,No,Yes,No
Maple Drug Mart,Scarborough,www.mapledrugmart.com,647-427-5842,M1P 2S2,2645 Lawrence Avenue East,ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.7511617,-79.2644202,No,No,No,No,Yes
Sherbrooke Heights Pharmacy,Peterborough,https://sherbrooke.medmeapp.ca/schedule,705-748-9800,K9J 6X4,"1625 Sherbrooke Street West, Unit 6",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.289226,-78.371759,Yes,No,Yes,No,Yes
Niagara Street Remedy's Rx,St. Catharines,,905-682-5210,L2R 4L4,"140 Niagara Street, Unit 106",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.1697672,-79.2348645,Yes,Yes,No,No,No
Brampton Medical Plex Pharmacy,Brampton,guardian-ida-pharmacies.ca,905-840-7600,L6Z 4R2,"27 Ruth Avenue, Unit 9A",ON,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-19:00,43.722721,-79.78708,Yes,No,Yes,No,No
Portage Medical Pharmacy,Niagara Falls,https://www.portagemedicalpharmacy.com/,905-356-6986,L2E 6A6,4383 Portage Road,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.11004,-79.097212,No,No,Yes,No,No
Guardian Hills Pharmacy,Ottawa,https://www.guardian-ida-pharmacies.ca/en/ontario/ottawa/guardian-hillside-pharmacy-7015021,613-741-9900,K1K 0T9,"556 Montreal Road, Unit 12",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,45.4410236,-75.644753,No,No,No,Yes,Yes
Whole Health Durham Apothecary,Durham,http://durhamapothecary.ca/,519-369-5330,N0G 1R0,320 College Street,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-17:00,44.179866,-80.828585,Yes,No,No,No,Yes
Pleasant Park Pharmacy,Ottawa,https://www.book.rxhealthmed.ca/(613)%20733-2211,,K1G 2A1,1024 Pleasant Park Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.3953345,-75.6221151,No,No,Yes,Yes,No
Hamilton General Drugstore,Hamilton,https://www.bookmyshot.com/covidshot/9055778259,,L8L 2X2,237 Barton Street East,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.261753,-79.854324,Yes,No,Yes,Yes,No
Bowmanville Pharmacy,Bowmanville,,905-419-7000,L1C 1N6,"133 King Street East, Unit 4",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.910521,-78.683882,Yes,Yes,No,Yes,Yes
London University Pharmasave,London,https://pharmasave.com/london-university-heights,,N6G 1G6,1153 Western Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:30,43.001024,-81.276977,Yes,No,No,Yes,Yes
Sandalwood Care Pharmacy,Brampton,www.mylocalrx.ca,905-791-6080,L6R 3M9,10510 Torbram Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.76456,-79.748482,No,Yes,No,No,No
Maple Leaf Medical Pharmacy,Toronto,https://mapleleafmedicalpharmacy.com,,M5G 1K2,14 College Street,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,43.6613561,-79.3838502,No,No,Yes,Yes,Yes
Willow Pharmacy,Guelph,www.willowpharmacy.ca,519-822-6767,N1H 1W3,47B Willow Road,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.5447577,-80.2736533,No,Yes,Yes,No,Yes
Clarkson Pharmachoice,Mississauga,http://www.pharmachoice.com/,,L5J 4P1,"1865 Lakeshore Road West, Unit 12",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.5159941,-79.6261838,No,Yes,Yes,No,Yes
Danforth Neighbourhood Pharmacy Care,Toronto,http://www.danforthmedical.ca/,,M4C 1K9,2416 Danforth Avenue,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,43.687728,-79.304984,Yes,Yes,No,No,No
Bowmanville Medical Pharmacy,Bowmanville,https://www.remedys.ca/en/ontario/bowmanville/bowmanville-medical-pharmacy-7040730,905-419-5200,L1C 1P1,196 King Street East,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.911035,-78.679436,Yes,No,Yes,No,No
Westwood Pharmacy Pharmasave,Guelph,https://pharmasave.com/guelph-westwood/,,N1H 7G4,"500 Willow Road, Unit 30",ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,43.5333561,-80.2876014,No,Yes,Yes,No,Yes
Main Street Centre Pharmacy,Milton,https://mainstpharmacy.ca,,L9T 3Z3,875 Main Street East,ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-18:30,43.5274434,-79.8683256,Yes,No,Yes,Yes,Yes
Spring Valley Pharmacy,Brampton,,905-450-6444,L6X 0R3,"15 Ashby Field Road, Unit 5 & 6",ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.672758,-79.821365,Yes,No,Yes,No,No
Wellington Drug Store,Ottawa,,613-680-6789,K1Y 2Z9,1221 Wellington Street West,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,45.400039,-75.73149,No,Yes,No,Yes,No
Trent Hills Pharmacy,Campbellford,trenthillspharmacy.ca,705-653-0404,K0L 1L0,"119 Isabella Street, Unit 2",ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,44.3117092,-77.7908354,No,Yes,Yes,No,No
Cloud Pharmacy,Toronto,cloudpharmacy.ca,,M5B 1C6,55 Dundas Street East,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.65593,-79.37869,Yes,Yes,No,No,Yes
London Care Pharmacy,London,londoncarepharmacy.com,519-663-9000,N6A 5R9,"140 Oxford Street East, Suite 101A",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.9947968,-81.2565636,Yes,No,No,No,No
Thornton Pharmacy & Health Food,Thornton,https://thorntonpharmacy.medmeapp.ca/schedule,705-291-7979,L0L 2N0,"4171 Innisfill Beach Road, Unit 13",ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,44.275035,-79.720601,Yes,Yes,Yes,No,No
River Terrace Medical Pharmacy,Thunder Bay,www.oakmedicalarts.com,,P7B 0A1,1260 Golf Links Road,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,48.423558,-89.273867,No,No,Yes,No,Yes
Strandherd Guardian Pharmacy,Nepean,https://strandherdpharmacy.com/,613-825-7400,K2G 4R9,"3091 Strandherd Drive, Unit 7",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,45.275927,-75.716264,Yes,Yes,No,Yes,No
Noble IDA Pharmacy,Scarborough,https://a.telehippo.com/o/Noble,416-667-8488,M1J 2E4,2934 Eglinton Avenue East,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,43.739792,-79.236066,Yes,Yes,No,No,No
Midland Pharmacy,Scarborough,,416-285-7418,M1P 2X8,1207 Ellesmere Road,ON,10:30-18:30,10:30-18:30,10:30-18:30,10:30-18:30,10:30-18:30,43.7682531,-79.2680221,Yes,No,No,Yes,Yes
One Medical Pharmacy,Toronto,https://onemedicalpharmacy.weebly.com/,416-443-1444,M3C 1J4,"20 Wynford Drive, Unit 102",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.72381,-79.336337,No,No,No,No,No
Port Hope Community Pharmacy,Port Hope,,905-885-6399,L1A 4B1,"50 Cavan Street, Unit 2",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.953905,-78.296006,No,No,No,No,Yes
McKnight Pharmacy,Hamilton,http://mcknightsdrugs.com/,289-396-4700,L8N 1K4,460 Main Street East Unit 102,ON,09:00-17:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,43.2507401,-79.8520433,No,Yes,No,Yes,Yes
Palmyra Guardian Pharmacy,Ottawa,guardian-ida-pharmacies.ca,613-729-7007,K1Z 6A6,"1013 Merivale Road, Unit 1007",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.379621,-75.73283,No,No,Yes,Yes,Yes
Tower Street Pharmacy,Fergus,,519-843-1800,N1M 2R2,769 Tower Street South,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.698117,-80.37095,Yes,Yes,Yes,Yes,Yes
Grafton Healthcare Pharmacy,Grafton,,905-349-1120,K0K 2G0,10739 County 2 Road RR 2,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.9905871506139,-78.0319706459063,Yes,Yes,No,No,No
Harmony Valley Pharmacy Remedy's,Oshawa,HARMONYVALLEYPHARMACY.CA,905-240-7070,L1K 0V4,"705 Grandview Street North, Unit 105A",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.9232315,-78.8378662,Yes,Yes,Yes,No,No
